Def Pass Rank,Team,GP_pass_def,CMP_def,ATT_def,CMP%_def,PYA,PYPA_def,PYPG_def,TD_pass_def,INT_def,SCK_def,Week,Def Rec Rank,GP_rec_def,REC_def,RY_def,YP_def,RYPG_def,TD_rec_def,FUM_def,FL_def,Def Rush Rank,GP_def,ATT_rush_def,RY_rush_def,YPC_def,RYPG_rush_def,TD_def,FUM_rush_def,FL_rush_def,Off Pass Rank,GP_pass_off,ATT_off,CMP_off,CMP%_off,PY,PYPA_off,PYPG_off,TD_pass_off,INT_off,SCK_off,Off Rec Rank,GP_rec_off,REC_off,RY_off,YP_off,RYPG_off,TD_rec_off,FUM_off,FL_off,Off Rush Rank,GP_off,ATT_rush_off,RY_rush_off,YPC_off,RYPG_rush_off,TD_off,FUM_rush_off,FL_rush_off,Kick Rank,GP_kicking,FGM,FGA,FG%,FG%_Missing,XPA,XPM,XP%,XP%_Missing,Punt Rank,GP_punt,PUNTS,PYDS,PYPG,PYPG_Missing,PB,PR,PRYDS,PRYPG,PRYPG_Missing,Return Rank,GP,KR,KRYDS,KRYPG,KRYPG_Missing,KRLNG,KRT,PR_return,PRYDS_return,PRYPG_return,PRYPG_return_Missing,PRLNG,PRT,Win
18,KC,1,29,40,72.5,240,6,240,2,0,5,Week 10,18,1,29,240,6,240,2,0,0,7,1,16,75,4.7,75,0,0,0,2,1,35,26,74.3,331,9.5,331,4,1,0,2,1,26,331,9.5,331,4,3,2,12,1,27,155,5.7,155,0,3,2,28,1,0,0,0,1,4,3,75,0,18,1,2,91,45.5,0,0,2,11,5.5,0,25,1,2,20,10,0,12,0,2,11,5.5,0,7,0,1
19,TB,1,23,33,69.7,244,7.4,244,2,0,3,Week 10,19,1,23,244,7.4,244,2,1,1,2,1,14,39,2.8,39,0,1,1,7,1,30,22,73.3,258,8.6,258,2,2,0,7,1,22,258,8.6,258,2,0,0,9,1,44,161,3.7,161,1,0,0,24,1,0,1,0,0,3,3,100,0,2,1,2,122,61,0,0,0,0,0,1,20,1,4,72,18,0,24,0,0,0,0,1,0,0,1
20,DEN,1,19,36,52.8,244,6.8,244,2,0,1,Week 10,20,1,19,244,6.8,244,2,2,1,4,1,23,63,2.7,63,0,2,1,8,1,42,21,50,248,5.9,248,1,1,6,8,1,21,248,5.9,248,1,3,0,24,1,25,65,2.6,65,0,3,0,22,1,1,1,100,0,1,1,100,0,17,1,9,411,45.7,0,0,3,14,4.7,0,27,1,2,18,9,0,10,0,3,14,4.7,0,8,0,0
21,TEN,1,21,42,50,248,5.9,248,1,1,6,Week 10,21,1,21,248,5.9,248,1,3,0,5,1,25,65,2.6,65,0,3,0,9,1,36,19,52.8,244,6.8,244,2,0,1,10,1,19,244,6.8,244,2,2,1,25,1,23,63,2.7,63,0,2,1,20,1,1,1,100,0,2,2,100,0,4,1,8,432,54,0,0,4,51,12.8,0,21,1,1,17,17,0,17,0,4,51,12.8,0,17,0,1
22,SEA,1,22,30,73.3,258,8.6,258,2,2,0,Week 10,22,1,22,258,8.6,258,2,0,0,20,1,44,161,3.7,161,1,0,0,10,1,33,23,69.7,244,7.4,244,2,0,3,9,1,23,244,7.4,244,2,1,1,27,1,14,39,2.8,39,0,1,1,17,1,1,1,100,0,1,1,100,0,7,1,5,253,50.6,0,0,0,0,0,1,17,1,3,60,20,0,22,0,0,0,0,1,0,0,0
23,GB,1,27,46,58.7,262,5.7,262,3,2,2,Week 10,23,1,27,262,5.7,262,3,1,0,19,1,31,159,5.1,159,1,1,0,16,1,20,14,70,208,10.4,208,3,0,2,17,1,14,208,10.4,208,3,3,2,5,1,39,207,5.3,207,1,3,2,15,1,1,2,50,0,4,4,100,0,26,1,4,160,40,0,0,4,32,8,0,16,1,5,103,20.6,0,26,0,4,32,8,0,13,0,1
24,NYG,1,22,37,59.5,286,7.7,286,1,1,4,Week 10,24,1,22,286,7.7,286,1,2,1,12,1,19,101,5.3,101,0,2,1,22,1,17,13,76.5,176,10.4,176,2,0,3,22,1,13,176,10.4,176,2,0,0,7,1,47,191,4.1,191,1,0,0,18,1,1,1,100,0,3,3,100,0,24,1,6,242,40.3,0,0,2,2,1,0,14,1,1,21,21,0,21,0,2,2,1,0,2,0,1
25,CLE,1,26,33,78.8,296,9,296,3,0,1,Week 10,25,1,26,296,9,296,3,1,0,23,1,33,195,5.9,195,2,1,0,20,1,35,22,62.9,185,5.3,185,1,0,3,20,1,22,185,5.3,185,1,1,1,16,1,24,112,4.7,112,1,1,1,21,1,1,1,100,0,2,2,100,0,23,1,1,41,41,0,0,0,0,0,1,5,1,3,95,31.7,0,48,0,0,0,0,1,0,0,0
26,MIN,1,29,43,67.4,311,7.2,311,1,2,2,Week 10,26,1,29,311,7.2,311,1,3,2,21,1,27,175,6.5,175,2,3,2,1,1,50,30,60,334,6.7,334,1,2,4,1,1,30,334,6.7,334,1,2,0,14,1,25,147,5.9,147,2,2,0,10,1,2,2,100,0,4,3,75,0,9,1,3,149,49.7,0,0,2,12,6,0,8,1,3,86,28.7,0,39,0,2,12,6,0,10,0,1
27,JAX,1,26,35,74.3,331,9.5,331,4,1,0,Week 10,27,1,26,331,9.5,331,4,3,2,17,1,27,155,5.7,155,0,3,2,11,1,40,29,72.5,240,6,240,2,0,5,11,1,29,240,6,240,2,0,0,22,1,16,75,4.7,75,0,0,0,14,1,1,3,33.3,0,2,2,100,0,14,1,6,281,46.8,0,0,1,19,19,0,2,1,2,72,36,0,39,0,1,19,19,0,19,0,0
28,BUF,1,30,50,60,334,6.7,334,1,2,4,Week 10,28,1,30,334,6.7,334,1,2,0,15,1,25,147,5.9,147,2,2,0,3,1,43,29,67.4,311,7.2,311,1,2,2,3,1,29,311,7.2,311,1,3,2,8,1,27,175,6.5,175,2,3,2,3,1,3,3,100,0,3,3,100,0,6,1,3,152,50.7,0,0,3,25,8.3,0,12,1,7,157,22.4,0,43,0,3,25,8.3,0,13,0,0
1,NE,1,9,22,40.9,44,2,44,0,0,4,Week 11,1,1,9,44,2,44,0,1,0,4,1,23,59,2.6,59,0,1,0,15,1,27,23,85.2,198,7.3,198,0,0,6,15,1,23,198,7.3,198,0,1,0,16,1,26,99,3.8,99,0,1,0,16,1,1,3,33.3,0,1,1,100,0,20,1,7,317,45.3,0,0,5,109,21.8,0,24,1,1,15,15,0,15,0,5,109,21.8,0,84,1,1
2,DAL,1,17,30,56.7,110,3.7,110,0,0,7,Week 11,2,1,17,110,3.7,110,0,2,1,7,1,17,73,4.3,73,0,2,1,6,1,30,26,86.7,307,10.2,307,2,0,0,6,1,26,307,10.2,307,2,1,0,7,1,40,151,3.8,151,2,1,0,2,1,4,4,100,0,4,4,100,0,4,1,2,101,50.5,0,0,4,34,8.5,0,4,1,0,0,0,1,0,0,4,34,8.5,0,20,0,1
3,WAS,1,19,33,57.6,127,3.8,127,0,2,5,Week 11,3,1,19,127,3.8,127,0,0,0,1,1,16,21,1.3,21,1,0,0,17,1,27,15,55.6,191,7.1,191,0,0,0,17,1,15,191,7.1,191,0,1,0,6,1,40,153,3.8,153,1,1,0,6,1,3,3,100,0,2,2,100,0,23,1,5,221,44.2,0,0,4,22,5.5,0,18,1,2,48,24,0,27,0,4,22,5.5,0,16,0,1
4,ATL,1,14,21,66.7,128,6.1,128,1,1,4,Week 11,4,1,14,128,6.1,128,1,2,0,25,1,41,160,3.9,160,2,2,0,24,1,20,13,65,131,6.6,131,1,0,0,24,1,13,131,6.6,131,1,2,2,8,1,33,149,4.5,149,1,2,2,13,1,2,2,100,0,3,3,100,0,16,1,3,139,46.3,0,0,3,31,10.3,0,10,1,3,147,49,0,103,1,3,31,10.3,0,13,0,1
5,CHI,1,13,20,65,131,6.6,131,1,0,0,Week 11,5,1,13,131,6.6,131,1,2,2,21,1,33,149,4.5,149,1,2,2,25,1,21,14,66.7,128,6.1,128,1,1,4,25,1,14,128,6.1,128,1,2,0,3,1,41,160,3.9,160,2,2,0,17,1,1,2,50,0,3,3,100,0,26,1,4,160,40,0,0,0,0,0,1,9,1,1,55,55,0,55,0,0,0,0,1,0,0,0
6,NYG,1,17,26,65.4,165,6.3,165,0,0,0,Week 11,6,1,17,165,6.3,165,0,2,0,26,1,37,160,4.3,160,4,2,0,2,1,44,27,61.4,324,7.4,324,1,2,2,2,1,27,324,7.4,324,1,2,1,18,1,26,89,3.4,89,2,2,1,27,1,0,0,0,1,2,0,0,0,27,1,4,153,38.3,0,0,2,10,5,0,25,1,3,41,13.7,0,18,0,2,10,5,0,7,0,0
7,BAL,1,21,33,63.6,169,5.1,169,0,2,4,Week 11,7,1,21,169,5.1,169,0,2,1,2,1,17,36,2.1,36,0,2,1,16,1,33,24,72.7,193,5.8,193,0,1,3,16,1,24,193,5.8,193,0,0,0,12,1,30,115,3.8,115,1,0,0,12,1,2,2,100,0,1,1,100,0,28,1,7,251,35.9,0,0,2,5,2.5,0,3,1,0,0,0,1,0,0,2,5,2.5,0,5,0,1
8,IND,1,18,25,72,173,6.9,173,1,0,3,Week 11,8,1,18,173,6.9,173,1,4,2,19,1,33,141,4.3,141,1,4,2,20,1,32,23,71.9,185,5.8,185,0,0,4,20,1,23,185,5.8,185,0,2,1,15,1,26,99,3.8,99,1,2,1,7,1,3,4,75,0,1,1,100,0,2,1,4,208,52,0,0,2,25,12.5,0,7,1,0,0,0,1,0,0,2,25,12.5,0,17,0,0
9,PHI,1,23,32,71.9,185,5.8,185,0,0,4,Week 11,9,1,23,185,5.8,185,0,2,1,13,1,26,99,3.8,99,1,2,1,21,1,25,18,72,173,6.9,173,1,0,3,21,1,18,173,6.9,173,1,4,2,10,1,33,141,4.3,141,1,4,2,26,1,1,1,100,0,2,2,100,0,25,1,4,167,41.8,0,0,1,13,13,0,2,1,0,0,0,1,0,0,1,13,13,0,13,0,1
10,CLE,1,18,27,66.7,186,6.9,186,1,0,2,Week 11,10,1,18,186,6.9,186,1,0,0,28,1,33,171,5.2,171,1,0,0,5,1,41,28,68.3,316,7.7,316,3,0,1,5,1,28,316,7.7,316,3,1,1,21,1,26,80,3.1,80,0,1,1,15,1,1,2,50,0,2,2,100,0,24,1,3,127,42.3,0,0,0,0,0,1,16,1,2,49,24.5,0,28,0,0,0,0,1,0,0,0
11,NO,1,16,28,57.1,188,6.7,188,2,0,4,Week 11,11,1,16,188,6.7,188,2,0,0,20,1,30,148,4.9,148,0,0,0,11,1,28,22,78.6,235,8.4,235,3,0,4,11,1,22,235,8.4,235,3,0,0,20,1,24,88,3.7,88,0,0,0,14,1,2,2,100,0,3,3,100,0,10,1,5,239,47.8,0,0,4,40,10,0,8,1,0,0,0,1,0,0,4,40,10,0,17,0,1
12,HOU,1,15,27,55.6,191,7.1,191,0,0,0,Week 11,12,1,15,191,7.1,191,0,1,0,23,1,40,153,3.8,153,1,1,0,26,1,33,19,57.6,127,3.8,127,0,2,5,26,1,19,127,3.8,127,0,0,0,28,1,16,21,1.3,21,1,0,0,19,1,1,1,100,0,1,1,100,0,12,1,6,286,47.7,0,0,2,14,7,0,6,1,0,0,0,1,0,0,2,14,7,0,9,0,0
13,CAR,1,24,33,72.7,193,5.8,193,0,1,3,Week 11,13,1,24,193,5.8,193,0,0,0,17,1,30,115,3.8,115,1,0,0,22,1,33,21,63.6,169,5.1,169,0,2,4,22,1,21,169,5.1,169,0,2,1,27,1,17,36,2.1,36,0,2,1,22,1,1,1,100,0,0,0,0,1,22,1,6,265,44.2,0,0,2,-3,-1.5,0,28,1,1,8,8,0,8,0,2,-3,-1.5,0,0,0,0
14,NYJ,1,23,27,85.2,198,7.3,198,0,0,6,Week 11,14,1,23,198,7.3,198,0,1,0,14,1,26,99,3.8,99,0,1,0,28,1,22,9,40.9,44,2,44,0,0,4,28,1,9,44,2,44,0,1,0,25,1,23,59,2.6,59,0,1,0,23,1,1,1,100,0,0,0,0,1,18,1,10,458,45.8,0,0,2,9,4.5,0,23,1,3,49,16.3,0,21,0,2,9,4.5,0,9,0,0
15,TEN,1,24,39,61.5,215,5.5,215,2,0,1,Week 11,15,1,24,215,5.5,215,2,1,0,3,1,19,56,2.9,56,0,1,0,4,1,29,24,82.8,320,11,320,3,1,3,4,1,24,320,11,320,3,0,0,19,1,32,88,2.8,88,1,0,0,28,1,0,0,0,1,4,3,75,0,3,1,3,152,50.7,0,0,2,12,6,0,22,1,4,80,20,0,27,0,2,12,6,0,9,0,1
16,LV,1,24,31,77.4,226,7.3,226,0,0,3,Week 11,16,1,24,226,7.3,226,0,2,0,12,1,28,94,3.4,94,1,2,0,7,1,37,23,62.2,298,8.1,298,2,0,1,7,1,23,298,8.1,298,2,0,0,13,1,24,109,4.5,109,0,0,0,5,1,3,4,75,0,1,1,100,0,14,1,4,187,46.8,0,0,4,28,7,0,19,1,3,69,23,0,28,0,4,28,7,0,12,0,1
17,AZ,1,20,29,69,228,7.9,228,4,0,0,Week 11,17,1,20,228,7.9,228,4,0,0,24,1,28,159,5.7,159,1,0,0,10,1,44,30,68.2,247,5.6,247,0,2,3,10,1,30,247,5.6,247,0,1,0,23,1,24,67,2.8,67,1,1,0,21,1,1,1,100,0,1,1,100,0,21,1,4,181,45.3,0,0,1,15,15,0,1,1,0,0,0,1,0,0,1,15,15,0,15,0,0
18,LAR,1,22,28,78.6,235,8.4,235,3,0,4,Week 11,18,1,22,235,8.4,235,3,0,0,9,1,24,88,3.7,88,0,0,0,18,1,28,16,57.1,188,6.7,188,2,0,4,18,1,16,188,6.7,188,2,0,0,9,1,30,148,4.9,148,0,0,0,11,1,2,2,100,0,2,2,100,0,11,1,6,286,47.7,0,0,2,14,7,0,11,1,1,34,34,0,34,0,2,14,7,0,14,0,0
19,SF,1,30,44,68.2,247,5.6,247,0,2,3,Week 11,19,1,30,247,5.6,247,0,1,0,6,1,24,67,2.8,67,1,1,0,12,1,29,20,69,228,7.9,228,4,0,0,12,1,20,228,7.9,228,4,0,0,5,1,28,159,5.7,159,1,0,0,24,1,1,1,100,0,5,5,100,0,1,1,4,218,54.5,0,0,2,13,6.5,0,5,1,0,0,0,1,0,0,2,13,6.5,0,7,0,1
20,CIN,1,25,42,59.5,249,5.9,249,1,0,2,Week 11,20,1,25,249,5.9,249,1,1,0,15,1,24,102,4.3,102,2,1,0,1,1,39,24,61.5,346,8.9,346,4,2,2,1,1,24,346,8.9,346,4,0,0,24,1,24,62,2.6,62,0,0,0,8,1,3,3,100,0,4,4,100,0,5,1,3,150,50,0,0,4,22,5.5,0,15,1,5,124,24.8,0,42,0,4,22,5.5,0,11,0,1
21,KC,1,23,30,76.7,250,8.3,250,2,1,5,Week 11,21,1,23,250,8.3,250,2,1,1,18,1,30,115,3.8,115,1,1,1,3,1,34,20,58.8,322,9.5,322,3,0,1,3,1,20,322,9.5,322,3,2,1,2,1,27,163,6,163,0,2,1,9,1,3,3,100,0,3,3,100,0,17,1,2,92,46,0,0,2,7,3.5,0,27,1,2,20,10,0,20,0,2,7,3.5,0,5,0,1
22,DEN,1,23,37,62.2,298,8.1,298,2,0,1,Week 11,22,1,23,298,8.1,298,2,0,0,16,1,24,109,4.5,109,0,0,0,13,1,31,24,77.4,226,7.3,226,0,0,3,13,1,24,226,7.3,226,0,2,0,17,1,28,94,3.4,94,1,2,0,4,1,3,4,75,0,1,1,100,0,15,1,4,187,46.8,0,0,2,27,13.5,0,26,1,3,41,13.7,0,17,0,2,27,13.5,0,18,0,0
23,MIN,1,26,30,86.7,307,10.2,307,2,0,0,Week 11,23,1,26,307,10.2,307,2,1,0,22,1,40,151,3.8,151,2,1,0,27,1,30,17,56.7,110,3.7,110,0,0,7,27,1,17,110,3.7,110,0,2,1,22,1,17,73,4.3,73,0,2,1,18,1,1,1,100,0,0,0,0,1,8,1,7,338,48.3,0,0,1,3,3,0,17,1,2,48,24,0,25,0,1,3,3,0,3,0,0
24,BUF,1,28,41,68.3,316,7.7,316,3,0,1,Week 11,24,1,28,316,7.7,316,3,1,1,8,1,26,80,3.1,80,0,1,1,19,1,27,18,66.7,186,6.9,186,1,0,2,19,1,18,186,6.9,186,1,0,0,1,1,33,171,5.2,171,1,0,0,1,1,6,6,100,0,1,1,100,0,6,1,2,99,49.5,0,0,2,37,18.5,0,14,1,3,76,25.3,0,32,0,2,37,18.5,0,28,0,1
25,GB,1,24,29,82.8,320,11,320,3,1,3,Week 11,25,1,24,320,11,320,3,0,0,10,1,32,88,2.8,88,1,0,0,14,1,39,24,61.5,215,5.5,215,2,0,1,14,1,24,215,5.5,215,2,1,0,26,1,19,56,2.9,56,0,1,0,20,1,1,1,100,0,1,0,0,0,13,1,4,189,47.3,0,0,3,42,14,0,21,1,5,108,21.6,0,32,0,3,42,14,0,24,0,0
26,LAC,1,20,34,58.8,322,9.5,322,3,0,1,Week 11,26,1,20,322,9.5,322,3,2,1,27,1,27,163,6,163,0,2,1,8,1,30,23,76.7,250,8.3,250,2,1,5,8,1,23,250,8.3,250,2,1,1,11,1,30,115,3.8,115,1,1,1,10,1,2,2,100,0,3,3,100,0,7,1,3,147,49,0,0,0,0,0,1,13,1,2,54,27,0,33,0,0,0,0,1,0,0,0
27,DET,1,27,44,61.4,324,7.4,324,1,2,2,Week 11,27,1,27,324,7.4,324,1,2,1,11,1,26,89,3.4,89,2,2,1,23,1,26,17,65.4,165,6.3,165,0,0,0,23,1,17,165,6.3,165,0,2,0,4,1,37,160,4.3,160,4,2,0,25,1,1,1,100,0,4,4,100,0,9,1,5,241,48.2,0,0,0,0,0,1,12,1,2,62,31,0,36,0,0,0,0,1,0,0,1
28,PIT,1,24,39,61.5,346,8.9,346,4,2,2,Week 11,28,1,24,346,8.9,346,4,0,0,5,1,24,62,2.6,62,0,0,0,9,1,42,25,59.5,249,5.9,249,1,0,2,9,1,25,249,5.9,249,1,1,0,14,1,24,102,4.3,102,2,1,0,3,1,3,3,100,0,3,3,100,0,19,1,6,273,45.5,0,0,2,16,8,0,20,1,7,154,22,0,37,0,2,16,8,0,10,0,0
1,KC,1,14,24,58.3,82,3.4,82,1,2,3,Week 12,1,1,14,82,3.4,82,1,0,0,17,1,28,116,4.1,116,0,0,0,2,1,42,27,64.3,320,7.6,320,1,1,0,2,1,27,320,7.6,320,1,1,1,15,1,30,117,3.9,117,1,1,1,2,1,4,4,100,0,2,2,100,0,18,1,1,49,49,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2,CAR,1,19,35,54.3,125,3.6,125,1,0,3,Week 12,2,1,19,125,3.6,125,1,2,2,19,1,19,121,6.4,121,0,2,2,27,1,19,11,57.9,164,8.6,164,1,0,0,27,1,11,164,8.6,164,1,2,1,4,1,46,185,4,185,1,2,1,4,1,3,3,100,0,2,2,100,0,12,1,5,255,51,0,0,5,44,8.8,0,5,1,0,0,0,1,0,0,5,44,8.8,0,21,0,1
3,GB,1,16,28,57.1,137,4.9,137,2,0,2,Week 12,3,1,16,137,4.9,137,2,2,1,32,1,49,363,7.4,363,3,2,1,15,1,25,17,68,236,9.4,236,3,2,3,15,1,17,236,9.4,236,3,0,0,19,1,21,106,5,106,1,0,0,13,1,2,2,100,0,4,3,75,0,29,1,2,83,41.5,0,0,0,0,0,1,14,1,5,172,34.4,0,53,0,0,0,0,1,0,0,0
4,ATL,1,14,23,60.9,138,6,138,2,1,0,Week 12,4,1,14,138,6,138,2,0,0,27,1,37,176,4.8,176,0,0,0,25,1,25,15,60,165,6.6,165,1,1,1,25,1,15,165,6.6,165,1,0,0,9,1,29,167,5.8,167,0,0,0,15,1,2,3,66.7,0,1,1,100,0,31,1,3,122,40.7,0,0,0,0,0,1,31,1,2,28,14,0,19,0,0,0,0,1,0,0,0
5,IND,1,20,28,71.4,151,5.4,151,0,0,3,Week 12,5,1,20,151,5.4,151,0,0,0,26,1,36,172,4.8,172,2,0,0,22,1,34,22,64.7,180,5.3,180,1,1,3,22,1,22,180,5.3,180,1,3,1,17,1,25,110,4.4,110,1,3,1,21,1,1,2,50,0,2,2,100,0,15,1,3,150,50,0,0,0,0,0,1,13,1,5,225,45,0,89,0,0,0,0,1,0,0,0
6,DEN,1,11,19,57.9,164,8.6,164,1,0,0,Week 12,6,1,11,164,8.6,164,1,2,1,29,1,46,185,4,185,1,2,1,31,1,35,19,54.3,125,3.6,125,1,0,3,31,1,19,125,3.6,125,1,2,2,14,1,19,121,6.4,121,0,2,2,25,1,1,2,50,0,1,1,100,0,7,1,7,367,52.4,0,0,1,0,0,0,22,1,3,69,23,0,25,0,1,0,0,0,0,0,0
7,WAS,1,15,25,60,165,6.6,165,1,1,1,Week 12,7,1,15,165,6.6,165,1,0,0,24,1,29,167,5.8,167,0,0,0,29,1,23,14,60.9,138,6,138,2,1,0,29,1,14,138,6,138,2,0,0,6,1,37,176,4.8,176,0,0,0,19,1,2,2,100,0,2,1,50,0,28,1,3,127,42.3,0,0,0,0,0,1,20,1,2,51,25.5,0,31,0,0,0,0,1,0,0,1
8,NYJ,1,14,25,56,165,6.6,165,1,1,2,Week 12,8,1,14,165,6.6,165,1,2,0,20,1,29,127,4.4,127,0,2,0,3,1,29,22,75.9,308,10.6,308,3,0,1,3,1,22,308,10.6,308,3,2,0,12,1,32,158,4.9,158,1,2,0,24,1,1,2,50,0,4,4,100,0,2,1,2,118,59,0,0,2,38,19,0,28,1,1,18,18,0,18,0,2,38,19,0,22,0,1
9,MIA,1,26,39,66.7,174,4.5,174,1,2,5,Week 12,9,1,26,174,4.5,174,1,3,1,1,1,14,36,2.6,36,1,3,1,9,1,41,23,56.1,273,6.7,273,1,0,5,9,1,23,273,6.7,273,1,1,1,24,1,26,66,2.5,66,1,1,1,5,1,3,3,100,0,3,3,100,0,16,1,6,296,49.3,0,0,3,22,7.3,0,10,1,0,0,0,1,0,0,3,22,7.3,0,15,0,1
10,TB,1,23,37,62.2,178,4.8,178,1,1,4,Week 12,10,1,23,178,4.8,178,1,0,0,30,1,34,189,5.6,189,2,0,0,17,1,43,29,67.4,229,5.3,229,2,0,3,17,1,29,229,5.3,229,2,0,0,22,1,20,96,4.8,96,0,0,0,27,1,1,1,100,0,2,2,100,0,22,1,9,425,47.2,0,0,2,24,12,0,8,1,0,0,0,1,0,0,2,24,12,0,17,0,0
11,PIT,1,22,34,64.7,180,5.3,180,1,1,3,Week 12,11,1,22,180,5.3,180,1,3,1,16,1,25,110,4.4,110,1,3,1,28,1,28,20,71.4,151,5.4,151,0,0,3,28,1,20,151,5.4,151,0,0,0,7,1,36,172,4.8,172,2,0,0,6,1,3,3,100,0,1,1,100,0,25,1,4,182,45.5,0,0,3,18,6,0,9,1,0,0,0,1,0,0,3,18,6,0,18,0,1
12,LAC,1,18,29,62.1,185,6.4,185,2,1,1,Week 12,12,1,18,185,6.4,185,2,1,1,28,1,34,181,5.3,181,1,1,1,13,1,47,35,74.5,246,5.2,246,3,0,4,13,1,35,246,5.2,246,3,1,0,25,1,13,65,5,65,0,1,0,28,1,1,1,100,0,2,2,100,0,32,1,6,234,39,0,0,2,25,12.5,0,7,1,0,0,0,1,0,0,2,25,12.5,0,20,0,1
13,SF,1,18,30,60,197,6.6,197,0,0,1,Week 12,13,1,18,197,6.6,197,0,2,2,6,1,22,63,2.9,63,0,2,2,18,1,37,26,70.3,221,6,221,1,0,1,18,1,26,221,6,221,1,0,0,21,1,29,96,3.3,96,0,0,0,8,1,2,2,100,0,1,1,100,0,27,1,4,175,43.8,0,0,2,18,9,0,6,1,0,0,0,1,0,0,2,18,9,0,11,0,1
14,DAL,1,21,35,60,210,6,210,1,0,3,Week 12,14,1,21,210,6,210,1,1,0,10,1,21,90,4.3,90,1,1,0,11,1,30,21,70,261,8.7,261,2,2,0,11,1,21,261,8.7,261,2,1,0,8,1,39,169,4.3,169,2,1,0,31,1,0,1,0,0,4,4,100,0,11,1,1,51,51,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
15,NO,1,26,37,70.3,221,6,221,1,0,1,Week 12,15,1,26,221,6,221,1,0,0,13,1,29,96,3.3,96,0,0,0,20,1,30,18,60,197,6.6,197,0,0,1,20,1,18,197,6.6,197,0,2,2,28,1,22,63,2.9,63,0,2,2,32,1,0,1,0,0,0,0,0,1,23,1,4,183,45.8,0,0,2,18,9,0,25,1,3,60,20,0,26,0,2,18,9,0,11,0,0
16,CLE,1,29,43,67.4,229,5.3,229,2,0,3,Week 12,16,1,29,229,5.3,229,2,0,0,11,1,20,96,4.8,96,0,0,0,23,1,37,23,62.2,178,4.8,178,1,1,4,23,1,23,178,4.8,178,1,0,0,3,1,34,189,5.6,189,2,0,0,22,1,1,2,50,0,2,2,100,0,3,1,6,329,54.8,0,0,5,75,15,0,15,1,2,67,33.5,0,44,0,5,75,15,0,29,0,1
17,BUF,1,23,37,62.2,230,6.2,230,2,0,2,Week 12,17,1,23,230,6.2,230,2,4,2,12,1,28,96,3.4,96,1,4,2,14,1,42,24,57.1,237,5.6,237,2,1,3,14,1,24,237,5.6,237,2,1,0,10,1,29,164,5.7,164,1,1,0,11,1,2,2,100,0,3,2,66.7,0,17,1,4,197,49.3,0,0,0,0,0,1,19,1,1,26,26,0,26,0,0,0,0,1,0,0,1
18,PHI,1,17,25,68,236,9.4,236,3,2,3,Week 12,18,1,17,236,9.4,236,3,0,0,14,1,21,106,5,106,1,0,0,30,1,28,16,57.1,137,4.9,137,2,0,2,30,1,16,137,4.9,137,2,2,1,1,1,49,363,7.4,363,3,2,1,16,1,2,2,100,0,5,4,80,0,8,1,1,52,52,0,0,0,0,0,1,23,1,4,91,22.8,0,28,0,0,0,0,1,0,0,1
19,DET,1,24,42,57.1,237,5.6,237,2,1,3,Week 12,19,1,24,237,5.6,237,2,1,0,23,1,29,164,5.7,164,1,1,0,16,1,37,23,62.2,230,6.2,230,2,0,2,16,1,23,230,6.2,230,2,4,2,20,1,28,96,3.4,96,1,4,2,23,1,1,2,50,0,2,2,100,0,10,1,2,103,51.5,0,0,2,54,27,0,24,1,4,80,20,0,24,0,2,54,27,0,41,0,0
20,AZ,1,35,47,74.5,246,5.2,246,3,0,4,Week 12,20,1,35,246,5.2,246,3,1,0,8,1,13,65,5,65,0,1,0,21,1,29,18,62.1,185,6.4,185,2,1,1,21,1,18,185,6.4,185,2,1,1,5,1,34,181,5.3,181,1,1,1,20,1,1,2,50,0,3,3,100,0,13,1,3,150,50,0,0,1,15,15,0,27,1,1,19,19,0,19,0,1,15,15,0,15,0,0
21,JAX,1,16,32,50,253,7.9,253,1,0,1,Week 12,21,1,16,253,7.9,253,1,3,2,22,1,35,162,4.6,162,1,3,2,6,1,37,29,78.4,294,7.9,294,3,0,4,6,1,29,294,7.9,294,3,2,1,31,1,20,38,1.9,38,0,2,1,12,1,2,2,100,0,2,2,100,0,1,1,3,206,68.7,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,0,0,1,0,0,1
22,NYG,1,21,30,70,261,8.7,261,2,2,0,Week 12,22,1,21,261,8.7,261,2,1,0,25,1,39,169,4.3,169,2,1,0,19,1,35,21,60,210,6,210,1,0,3,19,1,21,210,6,210,1,1,0,23,1,21,90,4.3,90,1,1,0,17,1,2,2,100,0,2,2,100,0,20,1,4,193,48.3,0,0,1,3,3,0,3,1,0,0,0,1,0,0,1,3,3,0,3,0,0
23,TEN,1,22,37,59.5,266,7.2,266,1,0,1,Week 12,23,1,22,266,7.2,266,1,0,0,15,1,28,108,3.9,108,1,0,0,8,1,34,22,64.7,281,8.3,281,0,0,1,8,1,22,281,8.3,281,0,1,0,27,1,21,63,3,63,1,1,0,7,1,3,4,75,0,1,1,100,0,4,1,5,269,53.8,0,0,4,42,10.5,0,26,1,1,20,20,0,20,0,4,42,10.5,0,13,0,0
