PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
-4.825047680421899,0.933142564858231,2.3585910963057124,5.20219485505961,6.153785433668735,4.741978104745712,-2.273860749457264,-0.9990570728897813,-1.2222272101402247,1.414126342253041,-2.3732779616269095,1.1755073073230164,0.22533665549936022,2.1437715804627713,-1.2330874331542618,-0.9467041500868535,-1.357585785566726,0.415375947320726,-1.1148567673999743,-0.13276590306997338,-0.8523726683758115,0.04069577635448061,-2.1384883346006367,1.1689581102292297,-1.0749312455467872,1.4926113014914737
-2.1201756296392733,3.4523605351835833,-0.9505335058025521,3.7011876742913863,5.753659791448091,2.7105605669803565,0.04885498940452148,0.2037567428301831,-0.8631296146343392,4.035084088255356,0.13216901773711165,-1.0310042003451478,-0.2355416278166588,-0.06134122363783256,-0.72841321958173,0.678061554217002,-1.852872699937682,1.350572115311876,0.4220219242059344,1.0990722343941524,-2.175673692522974,-0.17091162860722905,-1.20417598387713,2.688543555277153,-0.7300034553355327,-1.2724030104922175
-5.003319312306355,0.2801817591570044,-0.20808451349976692,3.049118911802927,7.139356234860477,0.723548275777653,2.6059446801015205,-0.9871751644108409,-4.477392901067387,2.022946585919509,-0.8574031098412366,1.6808085587965862,-0.8537081814948042,-0.20705250799367633,-1.0139640574903708,-1.2283541292551916,-0.04648544247194396,-0.8883819013389552,-0.7039081862164818,2.0313358117120304,-0.41239680417559504,1.2539090070118892,0.516653030106714,0.315446895729488,-1.2208732695025586,-0.38044932827370365
-0.09956767787100322,4.175077552779251,0.9259302153149732,5.761712634018769,5.234677271597072,2.867810018416513,3.086792085942807,-0.38745432014112446,1.492116023980717,2.7310028991672715,-1.1775941706296158,-1.8656965291934877,-0.3067369688482674,-0.6873125704719459,-2.275796229383284,0.517983996777536,-0.8834028388164412,0.8469190980719797,1.5663815086273503,-1.1575354008466328,-1.828611884201938,1.2445529000196955,0.0821446366290596,-1.7185509494036983,0.27341978987140364,1.2758561369258594
-1.4268613340020688,-0.5665211802173584,4.0654069532164865,5.910727431971616,1.8002932854380818,5.543461023279879,-1.1423964311128163,-2.8049561405375822,-2.8814452499010117,3.193886783189371,-2.042410895014177,-0.8977144542957245,0.5566387890340039,-0.8940727877102321,-0.4371104299984127,-0.9501135707748936,-0.5267525070131669,0.6846778315694647,1.0639055060935891,0.38234009323322665,-1.1759733675988198,-0.04441383623583287,2.1167460702088485,0.3042732104771316,0.03096406886830292,-0.21223860746386325
3.3116236638529752,2.707670280636722,1.6934911118774914,4.3681721174255665,1.3075857069397496,6.335162022556145,-0.4418003056477115,2.8189626910835917,-0.9334514338181455,0.4813378083715,-1.801446465173115,1.583771297131097,0.4371235027243242,-0.9774075496772836,-0.5380860163125529,-0.9634090359341829,-1.2551831604099766,1.5405348932680425,-1.5876567533101018,-2.5324941733234563,-1.3811569678258808,0.19067691940222647,1.4271834197195203,-1.2413626252005823,0.41408104168420123,0.832445312368539
6.165629540383088,4.014185786449804,3.956803182654751,4.780989511462509,6.0905540947396375,2.405814600205452,-0.7609941610151575,2.7170673239244576,-0.7379514699173898,2.9538418621861644,-2.1533095894127996,-2.352499854585518,-0.3130811747929727,-0.7098559618270708,-0.32164187358236257,-0.9345333737509167,-0.6446158846904798,-0.9312680693662431,1.9972071629746793,-0.7016488942831652,-2.7020663931461297,0.5536122890669929,-0.2695174733307703,0.6753301813173346,-0.3626248874733762,1.1308403250084713
6.217804867373081,1.3518366119761802,4.975989112452706,5.028188876224545,6.789018397864214,6.2405257806552035,-4.2481620206500414,1.135823031255673,-3.500153506057128,3.949385110865575,7.247320683040377,5.937279169035373,-3.3648545946954287,3.06945388589786,-0.03577517142149946,-0.4935252070766909,4.498924827199364,1.754695576747382,4.575461735987276,0.634721083486379,2.1450983729187336,-2.3136056554348876,0.12047725231329152,-0.3121185525003483,-0.07931462279615917,0.9588941854351191
2.0735329963166964,2.9761601363300363,1.0391579705063514,7.245646100047823,1.9874975643388721,5.343582753055848,-1.5731317307793693,0.6825908209201683,-2.081335591101734,-0.046118389303084775,-4.517251485240306,-1.1697279281439186,-0.9934297752758029,-0.5480060242054053,0.2128084458269424,-1.5968312891882286,-0.6225072809811664,-0.479678525655361,2.074351171385407,0.7113390428533116,-0.09123963825201424,-1.0793982102667345,0.728782936721271,2.2113499441605837,0.5089754643770132,-0.6141208306973747
1.0261259428661103,0.8766265737345915,0.2943448003519281,3.886270347365962,1.1520487432423077,3.5730522283699804,2.363207199273337,1.3386899031855757,-3.384479045912124,1.2277441374479774,-0.351820676184428,0.868648734993074,1.993176306563196,0.4473669186159924,-0.4353181244624838,-0.09295683336262008,-1.3994171582560564,0.813586986996246,-0.28599007683253047,-0.9577747728810793,-2.771605328486274,-0.09244795620944728,0.37048889430713383,0.6460784594880211,-0.020222833053350816,0.7202925710443913
